organization,name,full_name,stargazers_count,language,created_at,updated_at,homepage,fork,description
datamade,dedupe-variable-address,datamade/dedupe-variable-address,2,Python,2014-12-30T04:27:40Z,2015-10-23T21:59:35Z,,False,Address Variable Type for dedupe
datamade,mobility-app,datamade/mobility-app,0,CSS,2015-01-08T18:22:29Z,2015-01-13T16:04:28Z,http://ctoca.org,True,"Digital tool to increase housing mobility to higher-opportunity areas, designed with Connecticut Open Communities Alliance"
datamade,dedupe-variable-name,datamade/dedupe-variable-name,1,Python,2015-01-22T23:19:39Z,2015-05-02T01:55:48Z,,False,name variable type for dedupe
datamade,cafha-opportunity-map,datamade/cafha-opportunity-map,0,JavaScript,2015-01-26T20:33:42Z,2015-01-26T22:54:13Z,,False,map of opportunity index by census tract for the Chicago Area Fair Housing Alliance
datamade,macoupin-directory,datamade/macoupin-directory,0,CSS,2015-02-02T20:58:38Z,2015-09-21T15:19:34Z,,False,"a service directory for Macoupin County, Illinois"
datamade,flask_app_template,datamade/flask_app_template,1,Python,2015-02-09T16:32:18Z,2015-02-09T17:39:43Z,,False,Generic Flask app template with basic database setup and user login
datamade,liblevenshtein,datamade/liblevenshtein,0,,2015-02-10T16:58:46Z,2015-02-10T16:58:46Z,http://dylon.github.com/liblevenshtein,True,Various utilities regarding Levenshtein transducers.
datamade,canonicalize,datamade/canonicalize,0,Python,2015-02-12T22:12:38Z,2015-02-12T22:56:05Z,,False,Canoicalize a Cluster of Records
datamade,million-dollar-blocks,datamade/million-dollar-blocks,23,JavaScript,2015-02-20T22:13:19Z,2015-10-22T00:49:06Z,http://chicagosmilliondollarblocks.com,False, :moneybag: an interactive viz about incarceration spending in Chicago
datamade,flask-track-usage,datamade/flask-track-usage,0,Python,2015-03-11T19:56:24Z,2015-03-11T19:56:25Z,,True,Basic metrics tracking for the Flask framework.
datamade,snowbook,datamade/snowbook,0,,2015-03-12T15:35:19Z,2015-03-12T15:58:39Z,,False,chicago snowbook
datamade,whats-in-a-name,datamade/whats-in-a-name,0,,2015-03-14T13:46:47Z,2015-03-14T13:46:47Z,,False,Socio demographics from names
datamade,parseratorvariable,datamade/parseratorvariable,0,Python,2015-03-25T20:12:18Z,2015-04-21T20:10:05Z,,False,Base class for dedupe variables for parsed fields
datamade,python-metar,datamade/python-metar,0,Python,2015-04-02T14:09:39Z,2015-04-02T14:35:40Z,https://sourceforge.net/projects/python-metar/,True,a python package that parses coded METAR weather reports.
datamade,dashboard,datamade/dashboard,0,Python,2015-04-13T17:25:04Z,2015-04-13T17:28:27Z,,True,Dashboard for The OpenElections Project.
datamade,data-making-guidelines,datamade/data-making-guidelines,34,HTML,2015-04-13T20:46:34Z,2015-09-18T14:20:49Z,,False,":blue_book: Making Data, the DataMade Way"
datamade,simplecosine,datamade/simplecosine,0,Python,2015-04-15T14:08:41Z,2015-04-15T14:10:24Z,,False,simple cosine distance
datamade,sqldedupe,datamade/sqldedupe,0,,2015-04-15T19:03:11Z,2015-04-15T19:03:11Z,,False,SQLAlchemy + Dedupe
datamade,codedeploy-test,datamade/codedeploy-test,0,Shell,2015-04-20T20:26:23Z,2015-04-21T21:16:42Z,,False,Just testing this code deploy stuff
datamade,highered,datamade/highered,2,Python,2015-04-29T13:55:05Z,2015-08-19T00:18:45Z,,False,CRF Edit Distance
datamade,eitc-map-staging,datamade/eitc-map-staging,0,JavaScript,2015-05-01T19:11:33Z,2015-05-08T04:53:39Z,,False,staging site for EITC Works!
datamade,yournextmp-popit,datamade/yournextmp-popit,0,Python,2015-05-01T21:37:52Z,2015-10-21T22:20:04Z,http://yournextmp.mysociety.org,True,:ballot_box_with_check: An experimental front-end to PopIt for 2015 GE candidates
datamade,pyhacrf,datamade/pyhacrf,1,Python,2015-05-04T19:50:42Z,2015-09-27T20:51:17Z,,True,Hidden alignment conditional random field for classifying string pairs.
datamade,ihs-price-index,datamade/ihs-price-index,0,JavaScript,2015-05-05T14:12:04Z,2015-05-08T04:05:15Z,,False,Price Index Visualization for The DePaul Institute for Housing Studies
datamade,databot,datamade/databot,0,Python,2015-05-08T13:42:26Z,2015-10-21T22:12:44Z,,False,:crystal_ball: Slackbot for datamade
datamade,chicago-openelex,datamade/chicago-openelex,1,Python,2015-05-18T21:41:53Z,2015-11-07T11:28:07Z,,False,Chicago Open Election Scraper
datamade,chi-councilmatic,datamade/chi-councilmatic,1,Shell,2015-05-19T20:09:47Z,2015-10-14T19:26:42Z,,False,:eyes: keep tabs on Chicago city council
datamade,docs.opencivicdata.org,datamade/docs.opencivicdata.org,0,Python,2015-05-21T21:20:06Z,2015-10-21T22:28:07Z,http://opencivicdata.readthedocs.org,True,:pencil: Open Civic Data project documentation
datamade,illinois-sunshine,datamade/illinois-sunshine,8,HTML,2015-05-22T20:57:53Z,2015-11-05T14:35:05Z,http://illinoissunshine.org/,False,:sunny: Illinois Sunshine. Keep an eye on money in Illinois politics.
datamade,edifice,datamade/edifice,0,Makefile,2015-05-26T15:50:31Z,2015-05-26T23:16:08Z,,False,
datamade,python-legistar-scraper,datamade/python-legistar-scraper,0,Python,2015-06-15T17:09:46Z,2015-06-15T17:09:46Z,,True,Scrapes municipal data from Legistar websites
datamade,elpc_bakken,datamade/elpc_bakken,1,HTML,2015-06-24T15:50:48Z,2015-08-11T18:10:05Z,,False,Bakken well files PDF extraction
datamade,nyc-councilmatic,datamade/nyc-councilmatic,8,Shell,2015-06-24T15:57:01Z,2015-11-13T15:20:39Z,http://nyc.councilmatic.org,False,:eyes: a web app for keeping tabs on city council activity in New York City
datamade,million-dollar-blocks-analysis,datamade/million-dollar-blocks-analysis,1,Python,2015-07-15T03:32:10Z,2015-07-22T21:09:20Z,,False,public repo with analysis for the Chicago million dollar blocks project
datamade,dedupe-geocoder,datamade/dedupe-geocoder,2,Python,2015-08-11T21:44:56Z,2015-11-07T11:23:33Z,,False, :round_pushpin: Demonstration of how dedupe might be used as geocoder
datamade,site-launch-checklist,datamade/site-launch-checklist,20,,2015-08-12T15:16:14Z,2015-11-13T10:57:32Z,,False,:ballot_box_with_check: A checklist of miscellaneous tasks to do before launching a public website.
datamade,open-divisions,datamade/open-divisions,0,,2015-08-27T21:26:45Z,2015-08-28T17:29:30Z,,False,Collection of open municipal jurisdictions.
datamade,fuzzycategory,datamade/fuzzycategory,2,Python,2015-08-29T21:12:40Z,2015-09-29T00:47:28Z,,False,Fuzzy Categorical Distances
datamade,dedupe-variable-fuzzycategory,datamade/dedupe-variable-fuzzycategory,0,Python,2015-08-29T21:15:23Z,2015-08-29T21:17:02Z,,False,Dedupe Variable for Fuzzy Categories
datamade,bubs,datamade/bubs,0,JavaScript,2015-09-08T03:32:04Z,2015-09-08T03:32:04Z,,True,Zippy bubble chart app using Open States data
datamade,property-image-cache,datamade/property-image-cache,0,Python,2015-09-10T21:32:51Z,2015-09-11T19:00:41Z,,False,:house: A Flask app to cache images from the Cook County Property info site
datamade,scrapers_ca_app,datamade/scrapers_ca_app,0,Python,2015-09-17T13:56:21Z,2015-09-17T13:56:22Z,https://scrapers.herokuapp.com/,True,Canadian legislative scrapers Django app
datamade,api.opencivicdata.org,datamade/api.opencivicdata.org,0,CartoCSS,2015-09-18T16:34:27Z,2015-10-21T22:26:41Z,,True,:cloud: deployment stuff for api.opencivicdata.org
datamade,represent-boundaries,datamade/represent-boundaries,0,Python,2015-09-21T20:02:30Z,2015-09-21T20:02:31Z,http://represent.poplus.org/,True,"A web API to geographic boundaries loaded from shapefiles, packaged as a Django app"
datamade,ocd-division-ids,datamade/ocd-division-ids,0,Ruby,2015-09-22T21:02:57Z,2015-09-22T21:03:16Z,,True,Open Civic Data Division IDs definition & canonical repository
datamade,councilmatic-splash,datamade/councilmatic-splash,0,HTML,2015-09-24T19:48:59Z,2015-09-30T16:39:27Z,http://councilmatic.org,False,:sweat_drops: Splash page for councilmatic.org
datamade,stringcmp,datamade/stringcmp,1,Python,2015-09-26T15:37:41Z,2015-09-27T20:40:27Z,,False,String comparison functions from FEBRL
datamade,django-councilmatic,datamade/django-councilmatic,0,HTML,2015-10-09T21:18:40Z,2015-10-19T17:14:46Z,http://councilmatic.org,False,:heartpulse: Django app providing core functions for *.councilmatic.org
democracyworks,ruby-cloudfiles,democracyworks/ruby-cloudfiles,2,Ruby,2012-02-07T21:14:12Z,2015-01-09T16:44:41Z,www.rackspace.com,True,Ruby API for Cloud Files
democracyworks,chef-jruby,democracyworks/chef-jruby,1,Ruby,2012-02-10T17:42:50Z,2013-01-07T20:00:46Z,http://heavywater.ca,True,"""Installs/Configures jruby"""
democracyworks,knife-linode,democracyworks/knife-linode,1,Ruby,2012-02-27T16:22:44Z,2013-09-12T16:35:24Z,,True,
democracyworks,awesome-usps,democracyworks/awesome-usps,2,Ruby,2012-03-08T15:54:18Z,2014-01-03T16:57:26Z,,True,"Submitted Description: A ruby wrapper around the various USPS APIs for generating rates, tracking information, label generation, and address checking."
democracyworks,validation_kit,democracyworks/validation_kit,2,Ruby,2012-03-08T19:19:40Z,2013-10-26T20:51:56Z,,False,Collection of handy validators for Rails forms
democracyworks,hat-trick,democracyworks/hat-trick,9,Ruby,2012-03-27T21:13:42Z,2013-11-21T19:10:05Z,,False,Hat Trick - Rails wizards done right
democracyworks,duplicity-cookbook,democracyworks/duplicity-cookbook,2,Ruby,2012-04-17T18:03:45Z,2013-10-23T19:40:43Z,,False,Chef cookbook for installing and configuring duplicity backup software
democracyworks,rbenv-cookbook,democracyworks/rbenv-cookbook,1,Ruby,2012-04-23T15:51:22Z,2015-01-05T21:58:19Z,http://community.opscode.com/cookbooks/rbenv,True,Installs and configures rbenv
democracyworks,apt,democracyworks/apt,1,Ruby,2012-04-24T18:30:26Z,2015-09-07T21:20:21Z,http://community.opscode.com/cookbooks/apt,True,Development repository for Opscode Cookbook apt
democracyworks,firewall,democracyworks/firewall,1,Ruby,2012-04-30T18:07:36Z,2015-09-09T18:48:56Z,http://community.opscode.com/cookbooks/firewall,True,Development repository for Opscode Cookbook firewall
democracyworks,fog,democracyworks/fog,1,Ruby,2012-05-17T18:32:45Z,2013-01-09T05:34:28Z,http://fog.io,True,The Ruby cloud services library.
democracyworks,chef,democracyworks/chef,1,Ruby,2012-05-17T21:35:25Z,2013-01-09T05:37:51Z,http://www.opscode.com/chef/,True,"A systems integration framework, built to bring the benefits of configuration management to your entire infrastructure."
democracyworks,google4r-checkout,democracyworks/google4r-checkout,1,Ruby,2012-05-24T19:52:58Z,2013-03-04T13:30:49Z,http://code.google.com/p/google-checkout-ruby-sample-code/,True,Google Checkout library for Ruby
democracyworks,dog-catcher,democracyworks/dog-catcher,2,Python,2012-06-14T13:56:24Z,2014-09-05T21:09:32Z,,False,Scrapes data for great democracy win
democracyworks,linode-cookbook,democracyworks/linode-cookbook,6,Ruby,2012-06-22T13:47:22Z,2015-11-05T06:30:12Z,,False,Chef cookbook for Linode cloud servers
democracyworks,translate,democracyworks/translate,1,Ruby,2012-08-02T00:57:52Z,2013-01-11T13:28:16Z,http://developer.newsdesk.se/2009/01/21/translate-new-rails-i18n-plugin-with-a-nice-web-ui,True,A Ruby on Rails 3.x plugin with a web interface for translating I18n texts
democracyworks,java,democracyworks/java,1,Ruby,2012-08-06T18:07:43Z,2013-12-10T20:22:39Z,http://community.opscode.com/cookbooks/java,True,Development repository for Opscode Cookbook java
democracyworks,mysql-cookbook,democracyworks/mysql-cookbook,0,Ruby,2012-08-21T20:55:49Z,2015-01-09T21:05:36Z,http://community.opscode.com/cookbooks/mysql,True,Development repository for Opscode Cookbook mysql
democracyworks,apache2-cookbook,democracyworks/apache2-cookbook,0,Ruby,2012-08-21T21:14:01Z,2015-01-29T03:46:18Z,http://community.opscode.com/cookbooks/apache2,True,Development repository for Opscode Cookbook apache2
democracyworks,cookbook-route53,democracyworks/cookbook-route53,0,Ruby,2012-09-18T23:00:35Z,2013-01-12T07:25:37Z,,True,
democracyworks,pdf-stamper,democracyworks/pdf-stamper,0,Ruby,2013-01-21T18:24:45Z,2013-04-23T18:46:03Z,http://rubyforge.org/projects/pdf-stamper/,True,PDF templates using iText's PdfStamper.
democracyworks,clj-time,democracyworks/clj-time,0,Clojure,2013-03-19T22:23:16Z,2013-07-26T19:42:06Z,,True,"A date and time library for Clojure, wrapping the Joda Time library."
democracyworks,Korma,democracyworks/Korma,0,Clojure,2013-03-28T16:30:13Z,2013-10-29T19:25:49Z,http://sqlkorma.com,True,Tasty SQL for Clojure.
democracyworks,camelot,democracyworks/camelot,0,Clojure,2013-04-18T22:36:36Z,2013-10-07T20:46:05Z,,True,"A fast, nimble PDF generation and manipulation library"
democracyworks,liberator,democracyworks/liberator,0,Clojure,2013-05-22T17:57:29Z,2013-07-22T19:27:27Z,http://clojure-liberator.github.io,True,Liberator is a Clojure library for building RESTful applications.
democracyworks,exception_notification,democracyworks/exception_notification,0,Ruby,2013-05-24T16:42:25Z,2013-05-28T14:27:59Z,http://smartinez87.github.com/exception_notification,True,Exception Notifier Plugin for Rails
democracyworks,sidekiq,democracyworks/sidekiq,0,Ruby,2013-06-24T19:28:43Z,2013-07-15T23:32:23Z,http://sidekiq.org,True,"Simple, efficient message processing for Ruby"
democracyworks,ring-zombie,democracyworks/ring-zombie,2,Clojure,2013-07-26T22:51:44Z,2013-12-12T17:22:37Z,,False,Live or dead (mocked) ring requests for testing with the same ring.mock.request API
democracyworks,democracyworks.github.io,democracyworks/democracyworks.github.io,0,CSS,2013-09-12T14:20:43Z,2015-04-12T22:22:01Z,,False,"Open source, collaborative documentation and Spider-Man drawings"
democracyworks,clj-smartystreets,democracyworks/clj-smartystreets,1,Clojure,2013-10-29T20:40:15Z,2015-09-10T16:20:14Z,,False,Clojure API for SmartyStreets
democracyworks,docker-builds,democracyworks/docker-builds,4,,2013-12-18T14:13:14Z,2015-04-01T09:46:50Z,,False,Repo for various public Docker builds we use
democracyworks,vagrant-docker-dev,democracyworks/vagrant-docker-dev,1,Shell,2013-12-20T20:30:21Z,2015-04-01T09:01:31Z,,False,virtual machine definition & supporting files for Docker-based development on OS X
democracyworks,imbarcode,democracyworks/imbarcode,0,Clojure,2014-01-20T21:16:57Z,2015-02-05T15:33:43Z,,False,Generate USPS Intelligent Mail Barcodes
democracyworks,resource-config,democracyworks/resource-config,0,Clojure,2014-01-22T18:11:43Z,2015-02-09T22:22:18Z,,False,Simple (too simple?) configuration handling
democracyworks,pedestal-toolbox,democracyworks/pedestal-toolbox,1,Clojure,2014-01-29T19:42:01Z,2015-08-23T02:10:57Z,,False,Pedestal service helpers
democracyworks,wercker-box-rbenv,democracyworks/wercker-box-rbenv,0,Ruby,2014-02-04T17:30:46Z,2014-02-04T18:00:59Z,,False,Wercker box for Ruby app builds with rbenv
democracyworks,papertrail,democracyworks/papertrail,0,Shell,2014-02-09T22:38:05Z,2015-04-20T14:39:03Z,,False,Papertrail Docker container
democracyworks,pedestal-service-docs,democracyworks/pedestal-service-docs,0,Clojure,2014-02-13T22:15:57Z,2014-02-14T15:59:11Z,,False,Generate pedestal service API docs
democracyworks,hubot,democracyworks/hubot,0,CoffeeScript,2014-02-14T18:48:02Z,2014-06-26T20:47:35Z,,False,A little hubot based on the myhubot template
democracyworks,docker-haproxy,democracyworks/docker-haproxy,1,Common Lisp,2014-02-15T17:21:10Z,2015-07-10T12:01:17Z,,False,Docker image for haproxy that uses serf to discover web servers.
democracyworks,ctlc-docker-haproxy,democracyworks/ctlc-docker-haproxy,0,Shell,2014-02-20T17:25:10Z,2014-02-21T21:45:15Z,,True,Serf enabled haproxy docker container
democracyworks,docker-wercker-box,democracyworks/docker-wercker-box,0,,2014-03-12T22:00:22Z,2014-03-12T22:07:12Z,,False,A wercker box that has democracyworks docker images prefetched.
democracyworks,synapse,democracyworks/synapse,0,Ruby,2014-03-14T18:34:38Z,2014-08-22T15:26:12Z,,True,A transparent service discovery framework for connecting an SOA
democracyworks,s3-ftp,democracyworks/s3-ftp,5,Clojure,2014-03-18T21:08:27Z,2015-08-12T02:50:26Z,,False,FTP server front-end that forwards all uploads to an S3 bucket
democracyworks,usps-processor,democracyworks/usps-processor,2,Clojure,2014-03-19T21:46:01Z,2015-06-29T10:27:34Z,,False,USPS IMb record processor
democracyworks,datomic-toolbox,democracyworks/datomic-toolbox,7,Clojure,2014-03-20T17:18:29Z,2015-11-11T08:51:17Z,,False,Datomic Utility Library
democracyworks,immutant-docker,democracyworks/immutant-docker,3,Shell,2014-04-01T22:36:39Z,2015-05-22T22:53:17Z,,False,Immutant on Docker
democracyworks,wercker-step-immutant-deploy,democracyworks/wercker-step-immutant-deploy,1,Shell,2014-04-03T19:18:23Z,2015-05-23T00:25:03Z,,False,A Wercker step to deploy a quai.io/democracyworks/immutant container
democracyworks,aws-toolbox,democracyworks/aws-toolbox,0,Clojure,2014-04-09T16:12:10Z,2014-04-18T17:11:09Z,,False,Clojure aws helpers
democracyworks,synapse-balancer,democracyworks/synapse-balancer,0,Shell,2014-04-17T22:07:27Z,2015-04-23T17:29:40Z,,False,a load balancer for docker containers
democracyworks,riemann-docker,democracyworks/riemann-docker,0,Clojure,2014-04-25T15:33:56Z,2015-03-25T16:25:31Z,,False,Basic riemann dockerfile and config
democracyworks,squishy,democracyworks/squishy,0,Clojure,2014-05-07T19:31:53Z,2015-10-19T16:10:46Z,,False,Clojure SQS consumption library
democracyworks,sendgrid-monitor,democracyworks/sendgrid-monitor,0,Clojure,2014-05-30T20:06:47Z,2015-04-21T14:36:08Z,,False,Clojure web frontend to handle webhook events from SendGrid and forward them to a Riemann server
democracyworks,nilify_blanks,democracyworks/nilify_blanks,0,Ruby,2014-06-05T15:51:35Z,2014-06-06T23:50:48Z,http://benhughes.name/,True,Provides a framework for saving incoming blank values as nil in the database in instances where you'd rather use DB NULL than simply a blank string.
democracyworks,ftp-reverse-proxy,democracyworks/ftp-reverse-proxy,0,Shell,2014-07-22T15:56:15Z,2014-07-22T15:56:32Z,,False,Reverse proxy for FTP servers
democracyworks,chef-rbenv,democracyworks/chef-rbenv,0,Ruby,2014-09-17T16:19:17Z,2014-09-17T16:21:06Z,http://fnichol.github.io/chef-rbenv,True,Chef cookbook for rbenv. Manages rbenv and its installed rubies. Several LWRPs are also defined.
democracyworks,google-civic,democracyworks/google-civic,0,Ruby,2014-10-27T16:20:44Z,2015-02-26T23:14:31Z,,True,A Ruby wrapper for the Google Civic API 
democracyworks,consul-coreos,democracyworks/consul-coreos,45,Shell,2014-11-19T21:15:25Z,2015-11-05T05:48:32Z,,False,Bootstraps a Consul cluster on CoreOS using fleet and etcd
democracyworks,didor,democracyworks/didor,4,Shell,2014-12-24T18:05:12Z,2015-09-18T20:48:46Z,,False,Docker Immutant2 Deploy Or Run script
democracyworks,email-works,democracyworks/email-works,0,Clojure,2015-02-09T18:57:11Z,2015-04-21T20:07:05Z,,False,
democracyworks,sms-works,democracyworks/sms-works,1,Clojure,2015-02-10T16:38:09Z,2015-09-12T14:56:41Z,,False,
democracyworks,ballot-notification-works,democracyworks/ballot-notification-works,0,Clojure,2015-02-17T20:47:52Z,2015-04-30T14:43:52Z,,False,
democracyworks,lein-haml-sass,democracyworks/lein-haml-sass,0,Clojure,2015-02-24T20:42:40Z,2015-02-24T20:42:40Z,,True,Leiningen plugin to compile haml files
democracyworks,kehaar,democracyworks/kehaar,2,Clojure,2015-02-27T23:06:08Z,2015-07-09T08:18:56Z,,False,Pass messages between RabbitMQ and core.async.
democracyworks,notification-works,democracyworks/notification-works,0,Clojure,2015-03-05T22:04:50Z,2015-04-29T20:20:29Z,,False,
democracyworks,buildkite-agent-consul,democracyworks/buildkite-agent-consul,0,Shell,2015-03-27T14:09:54Z,2015-04-21T02:34:09Z,,False,Consul-configured BuildKite agent container buzzword buzzword buzzword
democracyworks,rabbitmq-coreos,democracyworks/rabbitmq-coreos,0,Shell,2015-03-30T19:40:51Z,2015-04-21T02:37:27Z,,False,For running RabbitMQ clusters on CoreOS + Consul
democracyworks,wildfly-coreos,democracyworks/wildfly-coreos,0,Shell,2015-04-01T17:18:02Z,2015-06-29T12:51:53Z,,False,WildFly on CoreOS
democracyworks,retroboard,democracyworks/retroboard,0,CSS,2015-04-21T17:00:05Z,2015-04-24T14:11:32Z,,True,
democracyworks,kraken-works-lein-template,democracyworks/kraken-works-lein-template,0,Clojure,2015-04-24T21:46:18Z,2015-09-02T18:49:45Z,,False,Summon the kraken with a single command
democracyworks,datomic-console-docker,democracyworks/datomic-console-docker,0,,2015-05-15T19:04:09Z,2015-05-15T19:04:09Z,,False,Datomic Console in a Docker container (BYOD)
democracyworks,election-works,democracyworks/election-works,0,Clojure,2015-05-20T16:53:40Z,2015-05-20T16:54:02Z,,False,
democracyworks,user-works,democracyworks/user-works,0,Clojure,2015-05-20T20:39:38Z,2015-05-20T20:40:29Z,,False,Store user information.
democracyworks,rabbitmq-autocluster-consul,democracyworks/rabbitmq-autocluster-consul,0,Erlang,2015-06-04T17:28:14Z,2015-06-04T17:28:15Z,,True,A RabbitMQ plugin that clusters nodes automatically using Consul
democracyworks,election-authority-works,democracyworks/election-authority-works,0,Clojure,2015-06-11T15:38:40Z,2015-11-17T00:52:07Z,,False,
democracyworks,electorate-works,democracyworks/electorate-works,0,Clojure,2015-06-12T15:58:32Z,2015-06-12T15:59:57Z,,False,
democracyworks,election-notification-works,democracyworks/election-notification-works,0,Clojure,2015-06-23T17:50:09Z,2015-06-23T17:50:20Z,,False,
democracyworks,election-http-api,democracyworks/election-http-api,0,Clojure,2015-07-07T13:47:37Z,2015-07-07T13:47:51Z,,False,Research spike on an HTTP API gateway for an elections API
democracyworks,scheduled-message-works,democracyworks/scheduled-message-works,0,Clojure,2015-07-08T17:58:53Z,2015-07-08T18:13:58Z,,False,
democracyworks,user-http-api,democracyworks/user-http-api,0,Clojure,2015-07-10T15:57:22Z,2015-07-20T18:16:44Z,,False,An HTTP API for users
democracyworks,log-works,democracyworks/log-works,0,Shell,2015-07-10T19:07:31Z,2015-07-10T19:07:45Z,,False,Tails logfiles from Docker containers (volumes-from) and forwards them to Papertrail
democracyworks,voter-registration-works,democracyworks/voter-registration-works,0,Clojure,2015-07-19T17:40:42Z,2015-07-19T17:41:04Z,,False,Kraken backend component for registering voters
democracyworks,pedestal,democracyworks/pedestal,0,Clojure,2015-07-22T21:42:13Z,2015-07-22T21:42:14Z,,True,The Pedestal web application framework
democracyworks,kraken-http-api-lein-template,democracyworks/kraken-http-api-lein-template,0,Clojure,2015-07-31T18:41:44Z,2015-08-08T21:29:09Z,,False,Leiningen template for kraken-http-api components
democracyworks,election-notification-http-api,democracyworks/election-notification-http-api,0,Clojure,2015-08-08T21:17:12Z,2015-08-08T21:17:29Z,,False,HTTP API gateway for election notifications
democracyworks,twilio,democracyworks/twilio,0,Clojure,2015-08-14T16:42:19Z,2015-08-14T16:42:19Z,,True,Send SMS messages in your Clojure apps with the Twilio API
democracyworks,voter-registration-http-api,democracyworks/voter-registration-http-api,0,Clojure,2015-08-20T18:40:09Z,2015-08-20T18:41:01Z,,False,HTTP API gateway for voter registration info and services
democracyworks,bifrost,democracyworks/bifrost,0,Clojure,2015-09-03T20:54:03Z,2015-09-03T20:54:18Z,,False,A Clojure library for building HTTP API gateways with Pedestal and core.async
democracyworks,form-works,democracyworks/form-works,0,Clojure,2015-10-05T18:07:29Z,2015-10-05T18:07:52Z,,False,Generates PDF forms
democracyworks,schedule-jam,democracyworks/schedule-jam,0,Clojure,2015-10-21T20:49:44Z,2015-10-21T20:50:02Z,,False,
desarrollandoAmericaLatina,demoRepo,desarrollandoAmericaLatina/demoRepo,1,,2011-08-02T14:52:14Z,2013-01-03T23:57:02Z,,False,repositorio de prueba
desarrollandoAmericaLatina,Profesores-Furiosos,desarrollandoAmericaLatina/Profesores-Furiosos,1,,2011-12-01T14:06:34Z,2013-01-04T18:48:21Z,,False,
desarrollandoAmericaLatina,escuela-popular,desarrollandoAmericaLatina/escuela-popular,3,PHP,2011-12-03T15:07:48Z,2013-10-26T07:38:35Z,,False,
desarrollandoAmericaLatina,fonoestafa,desarrollandoAmericaLatina/fonoestafa,2,Java,2011-12-03T15:18:25Z,2013-11-28T10:39:52Z,,False,lista negra de números de estafas telefónicas
desarrollandoAmericaLatina,GoViz,desarrollandoAmericaLatina/GoViz,1,,2011-12-03T16:11:07Z,2014-02-26T08:12:06Z,http://www.goviz.org/,False,Plataforma de visualuzación de datos públicos
desarrollandoAmericaLatina,Taem,desarrollandoAmericaLatina/Taem,1,JavaScript,2011-12-03T16:15:02Z,2013-11-03T19:46:18Z,,False,
desarrollandoAmericaLatina,Desconferencia.cl,desarrollandoAmericaLatina/Desconferencia.cl,1,,2011-12-03T16:31:57Z,2013-01-04T19:13:54Z,http://www.desconferencia.cl,False,Plataforma de coordinación de desconferencias online en las cuales los charlistas son todos los asistentes al evento
desarrollandoAmericaLatina,geofeed,desarrollandoAmericaLatina/geofeed,1,,2011-12-03T16:40:08Z,2013-11-07T07:23:28Z,,False,plataforma de código abierto que busca presentar información relevante de acuerdo a la ubicación
desarrollandoAmericaLatina,datapipe,desarrollandoAmericaLatina/datapipe,1,JavaScript,2011-12-03T18:22:44Z,2014-02-01T14:20:26Z,,False,Cruzar datasets y visualizarlos. 
desarrollandoAmericaLatina,Gobierno-Transparente,desarrollandoAmericaLatina/Gobierno-Transparente,3,JavaScript,2011-12-03T18:36:44Z,2015-07-01T15:35:53Z,,False,Representar toda la informacion que hay en el parlamento de forma digerida y entendible. Nos vamos a centrar en las asistencias de los parlamentarios y el presupuesto que se va en viajes. 
desarrollandoAmericaLatina,Reportes-de-Accidentes-de-Transito,desarrollandoAmericaLatina/Reportes-de-Accidentes-de-Transito,2,Python,2011-12-03T18:38:33Z,2013-11-07T15:05:50Z,,False,Mapear los accidentes de transito en Montevideo. 
desarrollandoAmericaLatina,Presupuestate,desarrollandoAmericaLatina/Presupuestate,1,PHP,2011-12-03T19:18:42Z,2014-05-30T02:01:32Z,,False,
desarrollandoAmericaLatina,Eduk,desarrollandoAmericaLatina/Eduk,1,,2011-12-03T20:06:21Z,2013-10-12T18:38:48Z,,False,Coordinación a través de participación
desarrollandoAmericaLatina,PuntoSeguro,desarrollandoAmericaLatina/PuntoSeguro,1,PHP,2011-12-03T20:35:26Z,2013-10-04T13:49:48Z,,False,Sistema de discusión en línea sobre problemáticas de seguridad ciudadana georeferenciadas por lugar de impacto
desarrollandoAmericaLatina,EstudianteInteligente,desarrollandoAmericaLatina/EstudianteInteligente,1,,2011-12-03T20:56:21Z,2013-10-25T07:30:27Z,,False,Sistema de apoyo a la toma de decisiones para elegir la carrera de un estudiante
desarrollandoAmericaLatina,Zion,desarrollandoAmericaLatina/Zion,1,Python,2011-12-03T23:01:06Z,2013-10-21T00:11:37Z,,False,
desarrollandoAmericaLatina,yachaysoft,desarrollandoAmericaLatina/yachaysoft,1,,2011-12-03T23:01:52Z,2013-01-04T19:16:54Z,,False,
desarrollandoAmericaLatina,h1pe,desarrollandoAmericaLatina/h1pe,1,,2011-12-03T23:02:10Z,2014-05-08T11:59:27Z,,False,
desarrollandoAmericaLatina,Innovadores,desarrollandoAmericaLatina/Innovadores,1,PHP,2011-12-03T23:03:11Z,2013-11-10T11:17:00Z,,False,
desarrollandoAmericaLatina,Liebre,desarrollandoAmericaLatina/Liebre,1,,2011-12-03T23:03:45Z,2013-01-04T19:16:56Z,,False,
desarrollandoAmericaLatina,mbatle,desarrollandoAmericaLatina/mbatle,1,,2011-12-03T23:04:04Z,2013-01-04T19:16:56Z,,False,
desarrollandoAmericaLatina,Seuss,desarrollandoAmericaLatina/Seuss,1,,2011-12-03T23:05:32Z,2013-12-07T10:24:48Z,,False,
desarrollandoAmericaLatina,ota,desarrollandoAmericaLatina/ota,2,PHP,2011-12-03T23:17:26Z,2013-10-19T22:56:45Z,,False,
